ThinkTankId,ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyType,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,01/01/2003,01/09/2006,04604934,Riba 1834 Limited,Ltd,29/11/2002,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,03/09/2014,05/05/2016,03715280,Destination Bristol,PrivateLimitedGuarantNscLimitedExemption,12/02/1999,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,22/08/2001,23/09/2003,04164028,Telereal Holdings Limited,Ltd,20/02/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,22/08/2001,23/09/2003,04269235,Amberglow Ltd,Ltd,13/08/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,01/02/2004,20/04/2012,03680990,Talisman Global Asset Management Limited,Ltd,09/12/1998,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,28/02/2006,,04269235,Amberglow Ltd,Ltd,13/08/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,28/02/2006,,04164028,Telereal Holdings Limited,Ltd,20/02/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,07/08/2008,,06667352,Opt Pr Limited,Ltd,07/08/2008,08/04/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,13/08/2008,,06672468,Opt Asset Management Limited,Ltd,13/08/2008,08/04/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,16/03/2009,20/04/2012,05513520,Wpg Registrars Limited,Ltd,19/07/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,06518961,Trillium Uk Limited,Ltd,29/02/2008,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,06519100,Tlw Holdings Limited,Ltd,29/02/2008,13/09/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03995550,Trillium New Business Limited,Ltd,17/05/2000,17/08/2021,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,26/04/2021,,SC631244,Switchwater Limited,Ltd,22/05/2019,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,08/12/2021,,11022621,Stint Ltd,Ltd,19/10/2017,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,XyJHW2atW15nD69n8FEPCLOarh8,Herman George Guseley,Director,25/11/1997,20/04/2019,03388001,Kick It Out,PrivateLimitedGuarantNsc,12/06/1997,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,_HbqglAZK3tF448u8tvg8MBTVBk,Iain Campbell Dale,Director,12/06/2002,27/02/2007,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,TTuja8w_mXH_KQdBx-0mfCtL6wI,Iain Duncan Smith,Director,12/09/2016,,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,SNj3LSR4KBYyLMHzKH4ns_S5byA,Jacqueline Medler,Director,17/03/2006,19/02/2007,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,sW0ndj_I76qy5vYSIo-8rbYdHQ0,Jalpa Patel,Director,05/08/2021,03/02/2023,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,sW0ndj_I76qy5vYSIo-8rbYdHQ0,Jalpa Patel,Director,05/08/2021,03/02/2023,07976084,Aquileia Limited,Ltd,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,HLcKmcQ8QzS5nZJkD6AudElpsVs,James Anthony David Lawson,Director,28/04/2023,,01553005,A.S.I. (Research) Limited,Ltd,26/03/1981,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,lEJ7idslpxae-9stRuZa79Vm37k,James Charles Wilcox,Director,09/05/2012,06/09/2012,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,q9Ee0w28m1EDuQ8evLsVBMVz2T8,Jane Priscilla Smith,Director,15/11/2022,,09862696,Team Domenica,PrivateLimitedGuarantNscLimitedExemption,09/11/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,z7HIzhE71Ev4Vs9rXYqkMDb7V4Y,Jane Susan Oglesby,Director,26/06/2019,,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,55Jc3CUL9Jn-5atjSj2YDtCdlsI,Joanne Louise Heldreich,Secretary,21/07/2017,,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,iOQy-5akimHZqA-hB6hVzFmI-u8,John Alfred Stoddard Nash,Director,27/03/1992,30/10/1996,02658965,Care Uk Community Partnerships Group Ltd,Ltd,30/10/1991,30/07/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,iOQy-5akimHZqA-hB6hVzFmI-u8,John Alfred Stoddard Nash,Director,14/07/1993,30/08/1996,02797701,Chs Healthcare Limited,Ltd,09/03/1993,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,04/12/1998,31/08/1999,02944492,E D & F Man Trading Limited,Ltd,01/07/1994,26/02/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,28/03/2012,,05171643,Axitech Group Limited,Ltd,06/07/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,14/06/2013,,07427340,Motorresolve Limited,Ltd,02/11/2010,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,14/06/2013,,05181425,Axitech Limited,Ltd,16/07/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,14/06/2013,,06668816,Interresolve Claims Limited,Ltd,11/08/2008,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,14/06/2013,,03238915,Interresolve Limited,Ltd,16/08/1996,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,01/11/2014,,04955835,Four Winds Resorts Limited,Ltd,06/11/2003,06/09/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,22/03/2018,,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,xwSVaeRznrZjZBtUbjKC-vwnUmg,John Robert Durant,Director,04/09/2002,07/07/2005,03715280,Destination Bristol,PrivateLimitedGuarantNscLimitedExemption,12/02/1999,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,Py_d0D91KF6AWUtlaMfCqSFMuGY,John Walter Edmonds,Director,20/04/2015,29/04/2015,09550359,River Thames Alliance Company Limited,PrivateLimitedGuarantNsc,20/04/2015,23/03/2021,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,iJMLJPAFMlJoB6cf60oT4ovLTIs,Jonathan Gestetner,Director,,19/04/2001,00483123,Weizmann Institute Foundation(the),PrivateLimitedGuarantNsc,08/06/1950,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,01/03/2005,09/05/2006,04018907,Sylvan Trustees Limited,Ltd,21/06/2000,05/02/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,01/03/2005,29/09/2005,04725879,Wardle Storeys (Group) Limited,Ltd,07/04/2003,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,02/01/2008,07/09/2009,04827268,Spin Spg Trustee Limited,Ltd,09/07/2003,01/10/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,13/10/2010,,07406560,New Broad Street Investments Limited,Ltd,13/10/2010,22/07/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,NmlOgS1fRwOF7L2gBmS6WKwXmCU,Jonathan Paul Moulton,Director,19/05/2011,27/04/2017,07442249,Verdi Semiconductor Ltd,Ltd,17/11/2010,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,lvN9rGbr848kYibiH9zpYK0_pyQ,Jonathan Pell,Director,28/10/2013,,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,lvN9rGbr848kYibiH9zpYK0_pyQ,Jonathan Pell,Director,28/10/2013,30/10/2020,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,lvN9rGbr848kYibiH9zpYK0_pyQ,Jonathan Pell,Director,28/10/2013,11/09/2020,07976084,Aquileia Limited,Ltd,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,T7-flih7buY06gYJBy_uuQMuxvY,Jonathan Philip Pryce Goodwin,Director,24/04/2013,,08502640,Harlequin Nominees Limited,Ltd,24/04/2013,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,T7-flih7buY06gYJBy_uuQMuxvY,Jonathan Philip Pryce Goodwin,Director,11/06/2013,23/04/2020,08565148,Founders Pledge Ltd,PrivateLimitedGuarantNsc,11/06/2013,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,T7-flih7buY06gYJBy_uuQMuxvY,Jonathan Philip Pryce Goodwin,Director,28/10/2014,01/05/2015,06457679,Treatwell Limited,Ltd,19/12/2007,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,jbpz-z_VmeIOB5v_7AV_gnKRfZw,Judith Ann Church,Director,29/10/2001,30/01/2008,03239583,Breast Cancer Now Research Lotteries Limited,Ltd,14/08/1996,11/05/2021,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1414,Left,Demos,01/01/1993,17UKf9LJre3spPccduaiks465uw,Julia Mary Middleton,Director,20/12/2021,,11741458,Beacon Social Capital Limited,Ltd,27/12/2018,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,22/03/2016,03/05/2018,05662199,The Amphion Group Limited,Ltd,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,22/03/2016,03/05/2018,05648068,Adam Smith Services Limited,Ltd,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,22/03/2016,03/05/2018,07976084,Aquileia Limited,Ltd,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1351,Right,Adam Smith Institute,01/01/1977,rSR_ux9y5A8EwhjC-8KInE-2Vaw,Keir James Prince,Director,31/03/2017,03/05/2018,09666443,Bdbco No. 516 Limited,Ltd,01/07/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1496,Right,Institute of Economic Affairs,01/01/1955,b84ZYi454d7t1bO7v1654r8ajsc,Kevin Bell,Director,25/08/1994,30/06/2000,02631144,1c Communications Limited,Ltd,22/07/1991,08/10/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1496,Right,Institute of Economic Affairs,01/01/1955,b84ZYi454d7t1bO7v1654r8ajsc,Kevin Bell,Director,21/11/1994,14/07/2000,02488264,Bell Pottinger Public Affairs Limited,Ltd,03/04/1990,04/03/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1496,Right,Institute of Economic Affairs,01/01/1955,b84ZYi454d7t1bO7v1654r8ajsc,Kevin Bell,Director,12/06/1997,30/12/1999,02999760,Russell Partnership Limited,Ltd,08/12/1994,17/12/2019,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,lbZxBsoCyNow3_PW6RRIh8LFlO0,Lisa Harker,Director,16/09/2002,28/04/2011,04270053,Aspire Oxfordshire Community Enterprise Ltd.,PrivateLimitedGuarantNsc,14/08/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,lbZxBsoCyNow3_PW6RRIh8LFlO0,Lisa Harker,Director,16/04/2009,28/04/2011,06879677,Aspire Oxfordshire Limited,PrivateLimitedGuarantNsc,16/04/2009,27/09/2016,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,PRkM4YROtgu1HGowRFLdv58oh2c,Lord Andrew Simon Feldman,Director,05/07/2017,,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,VSGPpbFyqZ9XzMNsIygz1HaOstc,Lord Brian Griffiths of Fforestfach,Director,,16/08/1996,00229231,Emi Group Limited,Ltd,29/03/1928,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,51Fb4Bh_CTknT2A-PrGma5DTVKU,Lord Charles Hilary Moore,Director,24/01/1996,01/07/2006,03150478,The Orr Mackintosh Foundation Limited,PrivateLimitedGuarantNsc,24/01/1996,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,51Fb4Bh_CTknT2A-PrGma5DTVKU,Lord Charles Hilary Moore,Director,02/12/2004,21/06/2011,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,2Y6_yIk8NVHxDcqiUwyIrmju-Js,Lord Clive Brooke,Director,07/07/1996,27/06/1997,01872218,Local Information Unit Limited,PrivateLimitedGuarantNsc,17/12/1984,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,WXvTelYOt4YGbTPNZC6vosRE_A4,Lord Clive Richard Hollick of Notting Hill,Director,,27/02/1997,00948730,Informa United Finance Limited,Ltd,26/02/1969,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,mjSEWBP68plbaXCbtUcZn2JG0Tg,Lord Daniel William Finkelstein,Director,21/06/2011,10/10/2015,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,GDVfAw6VAzUhcJJ5_cslHOnFebE,Lord David Lindsay Willetts,Director,02/11/2001,12/06/2002,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,GDVfAw6VAzUhcJJ5_cslHOnFebE,Lord David Lindsay Willetts,Director,17/03/2006,12/09/2008,05137036,The Centre for Social Justice,PrivateLimitedGuarantNscLimitedExemption,25/05/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,28/05/1997,31/08/2007,03314777,Fd Public Affairs Limited,Ltd,07/02/1997,10/12/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Secretary,08/07/1997,22/07/2005,03314777,Fd Public Affairs Limited,Ltd,07/02/1997,10/12/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Secretary,01/08/2007,,06330576,Red Capital Ltd,Ltd,01/08/2007,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,01/08/2007,,06330576,Red Capital Ltd,Ltd,01/08/2007,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,18/03/2008,01/02/2012,05306962,Russia Foundation,PrivateLimitedGuarantNscLimitedExemption,07/12/2004,08/09/2015,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,10/10/2011,04/11/2020,07803392,Green Bay Capital Ltd,Ltd,10/10/2011,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,25/11/2014,,09325933,Cedarsoak Ltd,PrivateLimitedGuarantNsc,25/11/2014,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,27/03/2015,15/07/2020,09515208,Sportsarchivesco Ltd,Ltd,27/03/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,28/07/2015,,09705944,Oakvale Capital Advisory Ltd,Ltd,28/07/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,28/05/2016,,10205232,Dakota Holdings Ltd,Ltd,28/05/2016,18/01/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,22/06/2022,,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,byde_us-QX38z_gcxqy3I_tVRdI,Lord Keith Sinjohn Joseph,Director,,10/12/1994,00231889,Lendlease Construction Holdings (Europe) Limited,Ltd,11/07/1928,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1496,Right,Institute of Economic Affairs,01/01/1955,v499XB2_imNfjidBcq7STy2lueo,Lord Nigel Vinson,Director,,01/10/1996,02260549,Electra Kingsway Holdings Limited,Ltd,20/05/1988,12/09/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,26/07/2006,09/01/2009,05888291,Global Vision for Britain Limited,PrivateLimitedGuarantNsc,26/07/2006,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,IhGzL_kiERTB2L68W7ioFJDuv18,Lord Simon Adam Wolfson,Director,02/12/2008,26/04/2017,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,IhGzL_kiERTB2L68W7ioFJDuv18,Lord Simon Adam Wolfson,Director,02/04/2020,,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,15/11/1996,14/08/1997,03107634,On:Line Finance Limited,Ltd,28/09/1995,06/01/2017,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,22/06/1999,18/04/2002,03796656,Rank Interactive Development Limited,Ltd,22/06/1999,11/07/2017,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,09/11/2004,06/06/2011,05136725,Vote No Limited,PrivateLimitedGuarantNsc,25/05/2004,29/09/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,25/07/2005,31/12/2007,05516869,Open Europe Limited,PrivateLimitedGuarantNsc,25/07/2005,06/10/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,29/05/2012,,06116831,Sirai Management Ltd,Ltd,19/02/2007,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,,27/02/2004,02292251,Wns Global Services (Uk) Limited,Ltd,01/09/1988,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Secretary,,17/05/1992,02292251,Wns Global Services (Uk) Limited,Ltd,01/09/1988,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,29/04/1999,,03764387,Fenchurch Finance Solutions Limited,Ltd,29/04/1999,24/09/2013,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,05/10/2000,11/06/2007,03422150,Wns Assistance Limited,Ltd,19/08/1997,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,01/04/2006,25/11/2014,04297905,Policy Exchange Limited,PrivateLimitedGuarantNsc,03/10/2001,,82990,Administrative and support service activities,Other business support service activities n.e.c.
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,06/12/2007,25/03/2013,05234236,Norfolk Community Foundation,PrivateLimitedGuarantNscLimitedExemption,17/09/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
