ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,15/04/2011,,07606160,Court Cavendish Healthcare Management Services Limited,15/04/2011,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,09/06/2008,,06595141,Cmg Investment Holdings Limited,16/05/2008,09/04/2015,87200,Human health and social work activities,"Residential care activities for learning difficulties, mental health and substance abuse"
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Secretary,01/05/2008,,06214139,2 Enterprises Limited,16/04/2007,,74909,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c."
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,29/05/2007,,06214139,2 Enterprises Limited,16/04/2007,,74909,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c."
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,20/09/2001,,04290684,Court Cavendish Limited,20/09/2001,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,19/10/2007,09/02/2021,06402891,Elysian Capital Nominee Limited,18/10/2007,,64303,Financial and insurance activities,Activities of venture and development capital companies
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,03/09/2015,31/10/2019,09760756,Hc-One Properties 4 Limited,03/09/2015,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,20/07/2011,31/10/2019,07712656,Hc-One Limited,20/07/2011,,87100,Human health and social work activities,Residential nursing care facilities
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,20/07/2011,31/10/2019,07712656,Hc-One Limited,20/07/2011,,87300,Human health and social work activities,Residential care activities for the elderly and disabled
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,24/09/2013,10/12/2018,08698034,Cmg Holdco Limited,19/09/2013,04/01/2022,87200,Human health and social work activities,"Residential care activities for learning difficulties, mental health and substance abuse"
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,18/12/2017,05555758,Hc-One (Nhp5) Limited,07/09/2005,,68100,Real estate activities,Buying and selling of own real estate
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,10/01/2017,18/12/2017,05217764,Hc-One No.2 Limited,31/08/2004,,87100,Human health and social work activities,Residential nursing care facilities
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,10/01/2017,18/12/2017,05217764,Hc-One No.2 Limited,31/08/2004,,87300,Human health and social work activities,Residential care activities for the elderly and disabled
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,18/12/2017,01952719,Hc-One Properties 5 Limited,04/10/1985,,87300,Human health and social work activities,Residential care activities for the elderly and disabled
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,18/12/2017,05579560,Hc-One (Nhp6) Limited,30/09/2005,,68100,Real estate activities,Buying and selling of own real estate
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,04611037,Nhp Operations (York) Limited,06/12/2002,29/03/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,03288142,Hc-One (Nhp7) Limited,05/12/1996,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,03287983,Hc-One (Nhp8) Limited,05/12/1996,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05296574,Libra Careco Holdings Limited,25/11/2004,05/04/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,10/01/2017,22/09/2017,07179086,Hc-One No.4 Limited,04/03/2010,,88100,Human health and social work activities,Social work activities without accommodation for the elderly and disabled
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05555760,Libra Careco Ch2 Propco Holdco Limited,07/09/2005,05/04/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,03103526,Hc-One (Nhp3) Limited,19/09/1995,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,03519127,Boxultra Limited,27/02/1998,22/03/2022,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,04322229,Sanlor Care Homes (Scunthorpe) Limited,14/11/2001,11/01/2022,74990,"Professional, scientific and technical activities",Non-trading company non trading
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,03287957,Nhp Securities No. 3 Limited,05/12/1996,03/05/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,04006740,Meridian Care Group Limited,02/06/2000,22/03/2022,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05296590,Libra Careco Investments 2 Limited,25/11/2004,05/04/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05324564,Libra Guaranteeco Limited,05/01/2005,22/03/2022,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05578204,Libra Careco Ch3 Propco Holdco Limited,29/09/2005,05/04/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,02798607,Nhp Limited,11/03/1993,03/05/2022,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,03898489,Meridian Healthcare (Holdings) Limited,22/12/1999,03/05/2022,87300,Human health and social work activities,Residential care activities for the elderly and disabled
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,03429499,Llnh Limited,04/09/1997,11/01/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,03645510,Meridian Care Developments Limited,07/10/1998,22/03/2022,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,03487486,Meridian Care Limited,31/12/1997,22/03/2022,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,03417993,Nhp Securities No. 4 Limited,12/08/1997,11/01/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,06/02/2015,22/09/2017,02517541,Sweetgrove Limited,02/07/1990,22/03/2022,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05296579,Hc-One (Nhp1) Limited,25/11/2004,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,12/11/2014,22/09/2017,05296600,Libra Careco Limited,25/11/2004,10/05/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,0DZodfhufv_8CWrtMGKHohZYej4,Emma Porteous,Secretary,16/11/2016,26/04/2017,02292601,Institute for Public Policy Research,02/09/1988,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Left,Institute for Public Policy Research,01/01/1986,BoONylGrNiZR78WxIIOy8SeZWuU,Dame Jane Elisabeth Roberts,Director,06/07/2015,,08803983,King's Cross Academy Trust,05/12/2013,,85200,Education,Primary education
Left,Institute for Public Policy Research,01/01/1986,BoONylGrNiZR78WxIIOy8SeZWuU,Dame Jane Elisabeth Roberts,Director,11/06/2008,,04073686,Dr Foster Ethics Committee Limited,13/09/2000,19/04/2016,86900,Human health and social work activities,Other human health activities
Left,Institute for Public Policy Research,01/01/1986,BoONylGrNiZR78WxIIOy8SeZWuU,Dame Jane Elisabeth Roberts,Secretary,04/06/2007,01/09/2016,02292601,Institute for Public Policy Research,02/09/1988,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Left,Institute for Public Policy Research,01/01/1986,BoONylGrNiZR78WxIIOy8SeZWuU,Dame Jane Elisabeth Roberts,Director,05/12/2005,24/06/2016,02292601,Institute for Public Policy Research,02/09/1988,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Left,Institute for Public Policy Research,01/01/1986,oeOw2E2hpNbGRS6zKpht7ls9w2I,Dr Margaret Ebunoluwa Aderin,Director,03/11/2004,,05277397,Science Innovation Limited,03/11/2004,,59112,Information and communication,Video production activities
Left,Institute for Public Policy Research,01/01/1986,oeOw2E2hpNbGRS6zKpht7ls9w2I,Dr Margaret Ebunoluwa Aderin,Director,03/11/2004,,05277397,Science Innovation Limited,03/11/2004,,72190,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering
Left,Institute for Public Policy Research,01/01/1986,oeOw2E2hpNbGRS6zKpht7ls9w2I,Dr Margaret Ebunoluwa Aderin,Director,03/11/2004,,05277397,Science Innovation Limited,03/11/2004,,85590,Education,Other education n.e.c.
Left,Institute for Public Policy Research,01/01/1986,oeOw2E2hpNbGRS6zKpht7ls9w2I,Dr Margaret Ebunoluwa Aderin,Director,03/11/2004,,05277397,Science Innovation Limited,03/11/2004,,90010,"Arts, entertainment and recreation",Performing arts
Left,Institute for Public Policy Research,01/01/1986,oeOw2E2hpNbGRS6zKpht7ls9w2I,Dr Margaret Ebunoluwa Aderin,Director,09/12/2015,17/10/2018,02292601,Institute for Public Policy Research,02/09/1988,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,19/07/2018,,11472441,Policy People's Vote Ltd,19/07/2018,16/08/2022,94920,Other service activities,Activities of political organisations
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,22/05/2018,,11375504,People's Vote Policy Limited,22/05/2018,20/10/2020,94920,Other service activities,Activities of political organisations
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,28/10/2015,,09847017,Res Media Limited,28/10/2015,,74909,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c."
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,26/11/2013,,03918992,Policy Network and Communications Ltd,31/01/2000,08/02/2022,85590,Education,Other education n.e.c.
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,28/09/2010,23/09/2022,07390138,Baker Dearing Educational Trust,28/09/2010,,85320,Education,Technical and vocational secondary education
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,11/06/2015,11/02/2022,09559467,The Saturday Club Trust,24/04/2015,,90030,"Arts, entertainment and recreation",Artistic creation
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,27/03/2013,16/07/2018,02292601,Institute for Public Policy Research,02/09/1988,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,01/01/2016,21/06/2018,00735040,English National Ballet,10/09/1962,,90010,"Arts, entertainment and recreation",Performing arts
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,06/08/2014,14/06/2018,01686164,Edge Foundation,10/12/1982,,85600,Education,Educational support services
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,21/01/2011,29/11/2017,04267888,Merit Group Plc,09/08/2001,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,01/10/2011,30/09/2017,01749877,Rm Plc,02/09/1983,,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,22/05/2015,30/04/2017,09605966,The Frontline Organisation,22/05/2015,,85422,Education,Post-graduate level higher education
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,22/05/2015,30/04/2017,09605966,The Frontline Organisation,22/05/2015,,85590,Education,Other education n.e.c.
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,01/07/2015,21/04/2017,06791686,High Speed Two (Hs2) Limited,14/01/2009,,49100,Transportation and storage,"Passenger rail transport, interurban"
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,01/07/2015,21/04/2017,06791686,High Speed Two (Hs2) Limited,14/01/2009,,74909,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c."
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,07/04/2011,06/04/2017,04478840,Teach First,05/07/2002,,85600,Education,Educational support services
Left,Institute for Public Policy Research,01/01/1986,avHkxkLiMfhOSpOIOM8hjkh7QLU,Lord Andrew Adonis,Director,27/03/2013,22/03/2017,04041367,I.P.P.R. Trading Limited,26/07/2000,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,15/10/2019,,12262539,Sgik 3 Investments Limited,15/10/2019,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,25/05/2018,,11382238,Silver Star Productions Ltd,25/05/2018,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,21/03/2017,,10681860,Sgif 2 Investments Limited,21/03/2017,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,06/03/2015,,09475333,Hignell Gallery Limited,06/03/2015,,47781,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale in commercial art galleries
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,05/11/2012,,08280892,Silvergate Media Developments Limited,05/11/2012,01/05/2018,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,02/08/2012,,08166410,Koovs Plc,02/08/2012,17/03/2023,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,02/08/2012,,08166410,Koovs Plc,02/08/2012,17/03/2023,74100,"Professional, scientific and technical activities",specialised design activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,21/01/2011,,07502040,The Charlie Parsons Foundation,21/01/2011,,88990,Human health and social work activities,Other social work activities without accommodation n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,25/01/2007,,06067105,Castaway Holdings Limited,25/01/2007,25/12/2018,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Secretary,25/01/2007,,06067105,Castaway Holdings Limited,25/01/2007,25/12/2018,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,30/11/2006,,05982870,Silvergate Investments Limited,31/10/2006,18/07/2019,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,16/01/2006,,05636001,Olga Tv Limited,25/11/2005,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,09/01/2006,,05635995,Bm Creative Management Limited,25/11/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,08/07/2014,26/09/2022,09121278,Oct S5 Limited,08/07/2014,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,08/09/2011,26/09/2022,07767492,Vampire Squid Productions Limited,08/09/2011,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,08/09/2011,22/06/2022,07767497,Silvergate Media Limited,08/09/2011,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,23/04/2016,22/06/2022,10135656,Silvergate Bp Bidco Limited,20/04/2016,,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,08/09/2011,22/06/2022,07767488,Silvergate Ppl Limited,08/09/2011,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,27/05/2016,23/05/2022,10203310,Hilda Productions Limited,27/05/2016,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,23/04/2016,23/05/2022,10135665,Silvergate Topco Limited,20/04/2016,,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,03/02/2015,23/05/2022,09418638,Sunny Styles Productions Limited,03/02/2015,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,01/11/2012,23/05/2022,08278080,Monkey Wtb Limited,01/11/2012,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,20/12/2017,23/05/2022,11119661,Silvergate Media Alex of Athens Limited,20/12/2017,12/09/2023,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,27/10/2015,23/05/2022,09843362,Silvergate Group Holdings Limited,27/10/2015,,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,09/06/2017,23/05/2022,10812567,Silvergate Media Fashion Limited,09/06/2017,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,09/12/2019,23/05/2022,10136229,Silvergate Bidco Limited,20/04/2016,,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,06/02/2014,23/05/2022,08880268,Silvergate Media Holdings Limited,06/02/2014,,70100,"Professional, scientific and technical activities",Activities of head offices
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,01/11/2012,23/05/2022,08278060,Fairytale Hd Limited,01/11/2012,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,13/06/2017,23/05/2022,10815513,Kid Fashion Limited,13/06/2017,12/09/2023,47910,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale via mail order houses or via Internet
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,31/01/2019,23/05/2022,11799258,Silvergate Media Super Kitties Ltd,31/01/2019,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,20/12/2017,23/05/2022,11119647,Silvergate Media Creature Cases Limited,20/12/2017,,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,20/12/2017,23/05/2022,11119634,Silvergate Media Sdmc Limited,20/12/2017,12/09/2023,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,31/01/2019,23/05/2022,11799200,Silvergate Media Whatchas Ltd,31/01/2019,12/09/2023,59113,Information and communication,Television programme production activities
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Secretary,20/08/1992,12/07/2017,02741628,Castaway Television Productions Limited,20/08/1992,,90030,"Arts, entertainment and recreation",Artistic creation
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,20/08/1992,12/07/2017,02741628,Castaway Television Productions Limited,20/08/1992,,90030,"Arts, entertainment and recreation",Artistic creation
Left,Institute for Public Policy Research,01/01/1986,mX-D4eeAGqOxCdDx3CVqhn2XoVw,Lord Waheed Alli,Director,17/11/2005,16/11/2015,05382856,Crimestoppers Trust,04/03/2005,,84230,Public administration and defence; compulsory social security,Justice and judicial activities
Left,Institute for Public Policy Research,01/01/1986,Z5LbJ4M9a6c6sbmUgEucgsIoyn8,Baroness Valerie Ann Amos,Director,30/09/2015,01/10/2020,05258929,Lmei Trading Limited,13/10/2004,31/01/2023,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Left,Institute for Public Policy Research,01/01/1986,Z5LbJ4M9a6c6sbmUgEucgsIoyn8,Baroness Valerie Ann Amos,Director,30/09/2015,01/10/2020,05258929,Lmei Trading Limited,13/10/2004,31/01/2023,82302,Administrative and support service activities,Activities of conference organisers
Left,Institute for Public Policy Research,01/01/1986,Z5LbJ4M9a6c6sbmUgEucgsIoyn8,Baroness Valerie Ann Amos,Director,30/09/2015,01/10/2020,05258929,Lmei Trading Limited,13/10/2004,31/01/2023,82990,Administrative and support service activities,Other business support service activities n.e.c.
Left,Institute for Public Policy Research,01/01/1986,Z5LbJ4M9a6c6sbmUgEucgsIoyn8,Baroness Valerie Ann Amos,Director,15/09/2015,01/10/2020,04758915,London Middle East Institute,09/05/2003,12/10/2021,85590,Education,Other education n.e.c.
Left,Institute for Public Policy Research,01/01/1986,InQx18rj47qwjEL1zDke8td_lPo,John Alexander Armitt,Director,26/09/2007,08/09/2023,05172586,The Berkeley Group Holdings Plc,07/07/2004,,70100,"Professional, scientific and technical activities",Activities of head offices
